Producteur,AssemblageCepage,Millesime,Region,Pays,Contenance,ContenanceUnit,DegreeAlcool,appellation,CommBouche,CommOeil,CommNez,CommVin,Temperature,BestBefore,BestAfter,Prix,PrixDevise,DateCrawl,Couleur,UrlImage,UrlPageVin,UrlSiteSource,NomVin
La Cave d'Augustin Florent,,2017,Bordeaux,France,75,cl,11.5,Bordeaux,La robe est d'un rose pâle et élégant.,"En bouche, le vin est soyeux, ronde et élégante. Le vin est vif avec une finale persistante.",Le nez révèle des arômes de fruits rouges comme la cerise ou le cassis.,"La Cave d'Augustin Florent élabore un vin rosé de Bordeaux, sur le fruit et la rondeur. Un rosé tout en simplicité pour vos soirées d'été.",9,,,3.8,€,12/10/2018 00:00,Rosé,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523261415/sknhfcgpmkrappgzhjrj.jpg",https://grandsvins.carrefour.fr/product/large-malartic-cave-augustin-florent-rose-2017,https://grandsvins.carrefour.fr,"Large Malartic ""La Cave d'Augustin Florent"" Rosé 2017"
Moulin de Jaure ,,0,Bordeaux,France,75,cl,0,Bordeaux Supérieur,,,,,0,,,3.8,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1521202504/hmfloucskcekugk5gl8d.jpg",https://grandsvins.carrefour.fr/product/chateau-moulin-de-jaure,https://grandsvins.carrefour.fr,Château Moulin de Jaure 
Château de Canevault,"Cabernet Franc, Cabernet Sauvignon, Merlot",2016,Bordeaux,France,75,cl,13,Fronsac,La robe est d'un rouge intense et profond aux reflets violacés.,"En bouche, le vin est souple aux tanins bien fermes, typiques de l'appellation. Le bouquet révèle un joli fruit qui enrobe l'ensemble, pour rendre l'expérience de ce vin très agréable.","Le nez dévoile des arômes de fruits rouges et de fruits noirs, réhaussés par de jolies touches d'épices, de café et de grillé.","Niché sur un terroir de coteaux entre la Dordogne et l'Isle, le Château Canevault se situe à Fronsac, dans la région Bordelaise. Cette appellation bien connue des amateurs de vins de Bordeaux produit des vins expressifs qui bénéficient d'un assez bon potentiel de garde qui peut aller jusqu'à 10 ans pour les plus grands millésimes.",17,,,3.8,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516628199/nvwuk2ezzbej6reigudr.jpg",https://grandsvins.carrefour.fr/product/chateau-canevault-cuvee-saint-remy-2016,https://grandsvins.carrefour.fr,"Château Canevault ""Cuvée Saint-Rémy"" 2016"
La Cave d'Augustin Florent ,,2015,Bordeaux,France ,75,cl,13,Côtes de Bourg,Une belle robe grenat soutenue.,En bouche un vin ample et équilibré. ,Un nez sur les fruits rouges et les épices.,"La Cave d'Augustin Florent, élabore un vin des Côtes de Bourg typique de l'appellation. ",17,,,3.8,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516297518/zgdx6fflnz0wagyxslfa.jpg",https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-cote-de-bourg15,https://grandsvins.carrefour.fr,La Cave d'Augustin Florent 2015
Michel Audouin ,"Cabernet Franc, Cabernet Sauvignon, Merlot, Malbec",2014,Bordeaux,France,75,cl,12.5,Côtes de Bourg ,,,,"Château Haut Castenet, propriété de 12 hectares située en appellation Côtes de Bourg. Une propriété familiale qui va de génération en génération, qui font en sorte de valoriser les vins en adaptant nouvelles techniques et traditions. ",16,,,3.85,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516370424/a7fe6an5lhlrjjtegfti.jpg",https://grandsvins.carrefour.fr/product/chateau-haut-castenet-2014,https://grandsvins.carrefour.fr,Château Haut Castenet 2014
Jaillance,Clairette Blanche,0,Vallée du Rhône,France,37.5,cl,11.5,Clairette de Die,La robe est d'un jaune pâle aux reflets verts.,"En bouche, le vin fait preuve d'une belle ampleur et présente dès l'attaque une belle palette aromatique de fruits et de fleurs.",Le nez révèle des arômes fruités associés à des notes de fleurs blanches sauvages.,"La Clairette de Die Bio de Jaillance est produite dans la Drôme, sur les contreforts du Vercors. elle est vinifiée selon la méthode ancestrale.",5,,,3.85,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1517592057/lund1dqzspmbgxlxvzq9.jpg",https://grandsvins.carrefour.fr/product/jaillance-tradition-brut-bio,https://grandsvins.carrefour.fr,"Jaillance ""Tradition"" Brut Bio Demi Bouteille"
La Cave d'Augustin Florent ,"Carignan, Grenache, Syrah",2016,Languedoc-Roussillon,France ,75,cl,0,Fitou,"Au nez, on retrouve des notes de fruits rouges de garrigues et d'épices. ",,"En bouche, un vin ample, avec beaucoup d'élégance. ",La Cave d'Augustin Florent élabore un vin typique de l'appellation Fitou dans la région du Languedoc-Roussillon ,17,,,3.85,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527494185/pogqbgjpdustejryxoeg.jpg",https://grandsvins.carrefour.fr/product/cave-augustin-florent-fitou-rouge-2016,https://grandsvins.carrefour.fr,"La Cave d'Augustin Florent ""Fitou"" Rouge 2016"
Prieuré Château Les Palais,"Grenache, Syrah, Mourvèdre",2015,Languedoc-Roussillon,France,75,cl,13,Corbières,La robe est d'un rouge profond.,"En bouche, le vin est souple avec des tanins soyeux et une bonne mâche.",Le nez dévoile des arômes complexes de fruits rouges.,,15.5,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516371150/yvq9abjplfgkkglflb3q.jpg",https://grandsvins.carrefour.fr/product/prieure-chateau-les-palais-cuvee-ludivine-15,https://grandsvins.carrefour.fr,"Prieuré du Château Les Palais ""Cuvée Ludivine"" 2015"
Cellier des Dauphins,"Grenache (70%), Syrah (30%)",2015,Vallée du Rhône,France,75,cl,0,Côtes du Rhône Villages,La robe est d'un rouge intense et soutenu.,"En bouche, le vin est riche et ample. Les tanins sont ronds et laissent place à une finale fruitée.","Le nez révèle des arômes de fruits mûrs, d'épices et de poivre.","Le Cellier des Dauphins est né en 1967 de l'union des vignerons de la Vallée du Rhône. Il est l'une des premières caves adhérentes de l'Union des Vignerons des Côtes du Rhône. Autrefois implanté dans le Dauphiné, territoire du Dauphin de France, c'est de là qu'il tire son nom. 
",16,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516699837/rw2yv4m4kwbwsskrmwnc.jpg",https://grandsvins.carrefour.fr/product/cellier-des-dauphins-balades-15,https://grandsvins.carrefour.fr,Celliers des Dauphins balades  2015
Domaine de Lusqueneau,"Cabernet Franc, Gamay, Côt",2016,Val de Loire,France,75,cl,0,Touraine Mesland,Une belle robe d'un rubis vif.,Un vin riche et fruité.,Au nez de beaux arômes de framboises et de mûres.,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",17,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527494763/qstfjkc2ave3nytmiwkh.jpg",https://grandsvins.carrefour.fr/product/les-hts-de-lusqueneau-rouge-2016,https://grandsvins.carrefour.fr,Les Hauts de Lusqueneau Rouge 2016
Château Guillaume Blanc ,"Cabernet Sauvignon, Merlot",2016,Bordeaux ,France,75,cl,13.5,Bordeaux Superieur,Une belle robe rouge.,"En bouche, un vin rond et équilibré.","Au nez, de jolis arômes de fruits et de vanille. ",Domaine que l'on retrouve sur la région de Bordeaux et qui s'étend sur une superficie de 65 hectares. Un vin élaboré avec les cépages Cabernet sauvignon et Merlot. ,18,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1526024130/abtaswdhx9gnsg7cyipy.jpg",https://grandsvins.carrefour.fr/product/chateau-guillaume-blanc-16,https://grandsvins.carrefour.fr,Château Guillaume Blanc 2016
Gabriel Meffre ,Syrah,2017,Vallée du Rhône,France,75,cl,14,Côtes du Rhône,Une jolie robe pourpre.,"En bouche, une belle élégance qui laisse place à des notes de fruits cuits. ","Au nez, un vin gourmand qui mélange épices et fruits.","On retrouve le Château Griotte dans le petit village de Tresques dans le Gard. Son nom n'est pas anodin, griotte vient des cerisiers qui abritent les parcelles de la propriété. ",16,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523262824/f8htxglolh3eqwbwcoca.jpg",https://grandsvins.carrefour.fr/product/chateau-griotte-17,https://grandsvins.carrefour.fr,Château Griotte 2017
Château Cansac,"Cabernet Franc, Merlot",2015,Bordeaux,France,75,cl,0,Bordeaux,La robe est d'un rouge violacé soutenu.,"En bouche, le vin présente une attaque veloutée complétée par une belle complexité aromatique et une grande fraîcheur. ",Le nez révèle des arômes très expressifs de fruits rouges et de fruits noirs.,Le château Cansac est un cru bordelais situé en appellation Bordeaux Supérieur cultivé en viticulture biologique.,17,,,3.9,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1517585617/mhhxqxek20lctr0wxjaj.jpg",https://grandsvins.carrefour.fr/product/chateau-cansac-bio-2015,https://grandsvins.carrefour.fr,Château Cansac 2015
La Cave d'Augustin Florent,"Cabernet Franc, Cabernet Sauvignon, Merlot",2015,Bordeaux,France,75,cl,13,Bordeaux Supérieur,La robe est d'un rouge grenat intense.,"En bouche, le vin est rond et les tanins sont fins et souples.",Le nez révèle des arômes de fruits rouges et d'épices.,"Des vins de qualité : La cave d'Augustin Florent signe ses vins et engage son nom sur cette offre. Un cahier des charges est signé pour chaque référence ; les vins sont dégustés par nos experts et contrôlés par nos laboratoires internes ou externes.
",17,,,3.92,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516297162/lj3ugago4rsmlobtujgn.jpg",https://grandsvins.carrefour.fr/product/cave-augustin-florent-2015-bordeaux-superieur,https://grandsvins.carrefour.fr,La Cave d'Augustin Florent 2015
Cellier des Dauphins,"Grenache (70%), Syrah (30%)",0,Vallée du Rhône,France,75,cl,13.5,Côtes du Rhône ,La robe est d'un rouge grenat soutenu et intense.,"En bouche, le vin est ample et rond avec des tanins fondus et chaleureux.",Le nez dévoile des notes fruitées et florales nuancées par des notes d'épices et de poivre.,"Le Cellier des Dauphins est né en 1967 de l'union des vignerons de la Vallée du Rhône. Il est l'une des premières caves adhérentes de l'Union des Vignerons des Côtes du Rhône. Autrefois implanté dans le Dauphiné, territoire du Dauphin de France, c'est de là qu'il tire son nom. 
",16,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516091215/rshq9dam58glvirgbkb6.jpg",https://grandsvins.carrefour.fr/product/cellier-des-dauphins-bio,https://grandsvins.carrefour.fr,Cellier des Dauphins
Caves de Saint-Ronain ,,2015,Languedoc-Roussillon ,France,75,cl,14,Minervois,,,,,0,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516192720/wbvoxx6uxrrcb2gunwwr.jpg",https://grandsvins.carrefour.fr/product/pech-des-alouettes-bio-2015,https://grandsvins.carrefour.fr,Pech des Alouettes 2015
Famille Cazade,"Cabernet Franc, Cabernet Sauvignon, Merlot",2017,Bordeaux,France,75,cl,0,Bordeaux,Une robe rubis intense.,Une belle attaque en bouche sur le cassis. La finale est longue et fruitée. Les tanins sont fins et agréables.,Un nez gorgé de fruits rouges.,"Château Hautes Terres est un domaine de 100 hectares qui fut crée en 1831. La ligne de conduite du domaine est de produire des vins ayant une belle qualité accessible à tous. Un vin représentatif de l'appellation. 
",16,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1534492281/osw1rjs7e6olxjfgqiij.jpg",https://grandsvins.carrefour.fr/product/reflets-de-france-chateau-hautes-terres-rouge-2017,https://grandsvins.carrefour.fr,Reflets de France Château Hautes Terres rouge 2017
Reflet de France,,2016,Languedoc-Roussillon ,France,75,cl,12.5,Pays d'Oc,La robe est rouge sombre,La bouche possède une jolie matière avec des tanins fins et fondus.,"Le nez est intense avec des notes de petits fruits rouges et noirs, se mélant à des notes de violette.","Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",16,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934340/iulvbcdzkog3ebdh3p19.jpg",https://grandsvins.carrefour.fr/product/domaine-de-la-bastide-reflets-de-france-2016,https://grandsvins.carrefour.fr,"Domaine de la Bastide  Réserve ""Reflets de France"" 2016"
Jean-François Réaud,"Cabernet Franc, Cabernet Sauvignon, Merlot",2017,Bordeaux,France,75,cl,13,Côtes-de-Bourd,La robe est d'un joli rouge intense.,"La bouche est intense et riche, avec un joli volume. Belle et longue finale.",Le nez dévoile des notes grillées d'amande et de noisette.,"Jean-François Réaud dirige depuis les années 1980 le Château le Grand Moulin, dont les 40 ha de vignes s'étendent au coeur de l'appellation blaye-côtes-de-bordeaux, complétés par une activité de négoce",0,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1539009496/asgbcc0tluxrfeniqycs.jpg",https://grandsvins.carrefour.fr/product/cotes-de-bourg-rg-ch-moulin-des-richards-2017,https://grandsvins.carrefour.fr,Château Moulin des Richards Rouge 2017
Famille Cazade,"Sauvignon blanc, Sémillon, Muscadelle",2017,Bordeaux,France,75,cl,0,Bordeaux,,,,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",11,,,3.95,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1527240938/wpvirbk42dyaxjzwxtxf.jpg",https://grandsvins.carrefour.fr/product/chateau-hautes-terres-rdf-2017,https://grandsvins.carrefour.fr,"Château Hautes Terres ""Reflets de France"" 2017"
Cave de Gan,"Cabernet Franc, Cabernet Sauvignon, Tannat",2014,Sud-Ouest,France,75,cl,12,Béarn,La robe est d'un rouge profond aux nuances pourpres.,"En bouche, le vin est à la fois souple et pourvu de tanins solides. Il s'exprime sur un fruit plaisant et enveloppant. Il s'éteint sur une finale épicée.","Le nez dévoile des arômes de fruits noirs mûrs, de sous-bois et de fougère.","La cave de Gan, fondée en 1949, réunit plus de 250 viticulteurs et 850 hectares de vignes à travers le Sud-Ouest. Particulièrement présente dans le Jurançon et dans le Béarn, elle élabore elle-même ses vins de marques et de propriétés.",17,,,3.95,€,12/10/2018 00:00,Rouge,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1523629485/muecl1m4e3xhm5gnsihb.jpg",https://grandsvins.carrefour.fr/product/qu-aimary-rouge-2014,https://grandsvins.carrefour.fr,Qu'aïmary Rouge 2014
Château Pascaud,"Sauvignon blanc, Sémillon, Muscadelle",2016,Bordeaux,France,75,cl,11,Bordeaux,La robe est d'un jaune pâle et brillant.,"En bouche, le vin est onctueux, plein et fait preuve d'une belle longueur, persistante et fruitée.",Le nez dévoile des arômes fruités de fruits exotiques et de fruits mûrs.,,11,,,3.95,€,12/10/2018 00:00,Moelleux,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516371760/ptalbkms4a57cz9pmctv.jpg",https://grandsvins.carrefour.fr/product/jardin-du-rohan-16,https://grandsvins.carrefour.fr,Jardin du Rohan 2016
Domaine Paul Buisse,Sauvignon blanc,2015,Val de Loire,France,75,cl,0,Touraine,La robe est d'un rouge soutenu aux reflets pourpres.,"En bouche, le vin est élégant et souple avec une belle palette aromatique.",Le nez présente des arômes délicats de fruits rouges et noirs.,"Le label &quot;Reflets de France&quot; créé en 1996 souhaite mettre en avant un art de vivre à la française. Reflets de France attache une importance considérable à sélectionner rigoureusement des produits provenant de producteurs locaux et d’entreprises familiales. Pour cela, Joël Robuchon, chef le plus étoilé du monde et grand connaisseur de la gastronomie française, en est l'ambassadeur. Outre le fait d'associer son nom à cette marque, Joël Robuchon goûte et approuve chacun d'entre eux. Afin de garantir leur qualité, les produits Reflets de France doivent suivre un cahier des charges strict. Ainsi, un grand nombre de personnes peuvent découvrir toutes les richesses emblématiques du patrimoine culinaire français.
",14,,,3.98,€,12/10/2018 00:00,Blanc,"https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1516181515/vwos1a5bferxmxocc04s.jpg",https://grandsvins.carrefour.fr/product/domaine-paul-buisse-rdf-2015,https://grandsvins.carrefour.fr,"Domaine Paul Buisse ""Reflets de France"" Rouge 2015"
